text,label
"Teman teman kakak kakak semuanya mohon solusinya 😢 saya baru   5-8 bulan aktif main judi online ini dan saya ga tau uda brapa banyak uang kluar/masuk ke situs2 judi soalnya saya punya banyak akun/situs judi, di lingkungan kerja sya hampir 80% main slot jujur dulu saya sering bilang mreka tolol dan goblok main judol, dan smakin jauh sya liat Yuforia kawan2 yg menang sya makin tertarik lalu coba2 deposit 100K dikasi menang ga smpe 500an dari situlah awal mula semuanya jadi penasaran deposit lagi dikasi menang malam ga tidur jdi penasaran deposit lagi dikasi menang lagi deposit 500k kalah deposit lagi kalah lagi, ulang2 saya terus penasaran dgn kemenangan, dulunya saya ga smpe pinjol skrng uda smpe 3-4 akun pinjol yang harus saya cicil gara2 judi ini, saya coba cari2 konten beginian sesering mungkin biar sya sadar lebih dalam soal tololnya orang yang main judi termasuk saya, saya takutnya saya jatuh lebih dalam, skarang pinjol saya kira2 6 jtan dan ini uda yang paling besar saya punya hutang di pinjol, bingung mau stop judi tapi rasa penasaran soalnya sering liat di YouTube yg fideo2 maxwin kemenangan yang harus sya kejar sampai sekarang saya g pernah dapat yang katanya maxwin, sampai2 saya chat adminnya dan cuma kata admin suatu saat pasti dapat maxwin intinya bermain sabar, menurut teman2 benar ga soal maxwin2 itu?  Dan ada yang pernah dapat maxwin dari slot?  *edit  + sekarang saya coba cicil hutang saya yang 6 jutaan pelan2 mau coba Stop secara perlahan judi online. Pelan2 saya mulai iklhas dengan kekalahan yang lalu2, semoga edukasi2 ginian lebih sering muncul di beranda ytb saya",non_spam
Tapi ada vpn. Gmn dong. Sebener nya pihak bank yg harus terjun dalam. Begitu survei situs2 judol lansung incer rekening yg di pake dan langsung blok rekening nya,non_spam
Andalin kominfo?? Lah mereka juga main kok😂... Padahal temen saya yg putus sekolah juga bisa buat sistem auto block untuk hal seperti situs judi dan porno,non_spam
"Gw pernah nyoba maen,dengan modal yg lumayan besar untuk ku,awal nya ya emg terlihat meyakinkan,kek kerasa pasti menang,dan yaa memang menang,tapi sampai di situ aku berpikir ""Kalo gw gass makin menang banyak ni"",lalu berakhir kalah,rungkad,disitu gw langsung paham cara kerja judol,dan saia memutuskan untuk berhenti,kebanyakan bahkan semua situs/aplikasi judol memakai cara yg sama untuk menarik pemain,yaa,percayalah,judol sangat buruk,sadar lah kalian yg pemaen,bahkan sampe jual² barang berharga,kalian adalah org paling tolol,mau aja di bodohi sistem,sistem itu gk mungkin membuat mereka sendiri rugi",non_spam
"Gua pernah jadi pemain sejak dari jaman binary option indra kenz sampe slot sekarang.. Gua udah bertahun"" main dan bisa sesimple itu buat berenti.. Sekarang gua ngga main lagi.. Karna emng gua pikir"" agak unik gitu pemain"" ini.. Tapi gua ngga benci apa gimana.. Anggap masalah ato gimana gitu engga karna gua sendiri bisa gampang banget buat berenti.. Gua agak seneng juga karna adanya iklan judi di situs"" anime.. Situs itu jadi lebih rajin upload.. Mungkin karna dapet duit lebih gitu kali yak.. Tapi gua sendiri emng ngga ngedukung buat main tapi ngga ngedukung juga buat nutup.. Goblok""nya aja yg main masih nongkrong disitu 😂",non_spam
Untuk soal rekening bank ada beberapa situs yg akun rekening nya gk ganti2 dan situs2 ini sudah terbilang situs senior judol. Mungkin ya mereka setor nya gede jd gk kena block. Bohong banget lah pemerintahan gk dapet setoran dr mereka.   Gmn kalo Pemerintah harusnya melegalkan judi dan Pemerintah membuat aplikasi or situs judi tandingan untuk ngelawan situs judol dari luar sana yang pasti resmi kayak ada SNI nya gitu. Gw rasa player2 pada bakal main di situs pemerintah. Lumayan kan uang nya balik lagi ke negara dan ke rakyat lagi muter2 aja di negara sendiri 😅.,non_spam
"bang coba buat langkah nyata  misalnya menghimpun dana publik untuk membuat situs judi online dengan win rate terbesar, misalnya 50% win rate.  dengan demikian tidak akan ada pemain yang kehilangan uangnya, dan bandar judi yang win rate nya di bawah 50% akan hilang dengan sendirinya.  website judi ini tidak akan memperoleh keuntungan dari kekalahan player, melainkan dari iklan yang dipasang.",non_spam
"Itulah mengapa sdm indo dan tingkat kecerdasan/IQ nya 78, Kalo Judi bola chancenya 50% Menang 50% kalah  Kalo slot 100% kalah karna udah di program ama IT situs",non_spam
Yang ampuh hilangkan judi..terutama iklan judol diblokir..dari iklan orang pada main judi.iklanjudi itu semakin menjamur..apalahi penjudi online itu kalau kalah disitus yg ini..dia cari situs baru ya dari iklan..itu aja,non_spam
Simple buat ngabisin judol. Buat wa center untuk menerima aduan nama situs yg ada. Lansng banned linknya. Kerja 7x24 jam. Beres,non_spam
"Judol yg di tangkap pemain, padahal yg meresahkan influeser/bandar/sponsor/situs, gmana mau perangin, kominfo kena hack oja plonga plongo gak bisa balikin data, 😂😂😂",non_spam
Salahin aja pemerintah yg gak becus hapus situs-situs judol. Yg ada tiap hari cuman wacana aja,non_spam
"Mencoba laporkan M88, Dafabet dan Sbobet ke layanan kominfo. Hasilnya apa? Bertahun2 mereka tetap subur di Indonesia bahkan channel depositnya semakin lengkap, coba lapor ke bank malah dipersulit, dari sini yakin Judol ini subur krn ada oknum bank dan aparat yg bekerjasama mereka.",non_spam
"Meregulasi sesuatu yg online tp sifatnya dipegang oleh beberapa bos bandar kyknya agak sulit, apalagi sifat ego manusia yg udah terjun ke dunia bisnis gelap kyk gini bs dipastikan pemilik bisnis 'ogah' untuk ikut regulasi. Disisi lain, apa bisa memonitoring pembuatan situs baru yg sifatnya mirror dr situs utama nya? Diblokir 1 bikin lagi 3,4,5 situs..  Ini memang udah jd racun, yg perlu dibenahin kyknya emang mindsetnya. Tp disisi lain, lingkungan pengaruh besar.. Udah berhenti judol, eeehh temen ada main & jackpot.. Penasaran deh.. Bingung jg sih utk ngobatinnya..",non_spam
Kalo aku sih buat aja situs resmi punya negara,non_spam
BANG GUA PEN JELASIN NIH. BEKAS ADMIN SLOT. . DI INDONESIA KEBANYAKAN TUH . YANG HYPE NYA ADA DI SELES SITUSNYA. BUAT NAIKIN RETING SAMA CARI PEMAIN DI SITUSNYA AGAR ADA PEMASUKAN  . KARNA YANG PUNYA SITUS JUGA BAYAR LAGI BUAT BAYAR GAME NYA. YANG MAHAL . . LU MASUK KE GRUP TELE NAMANYA BARTER DATABASE. BANYAK DISITU YANG UDAH NYEDIAIN SITUS . TARIF HARGA TERGANTUNG GAMENYA BISA DI MAININ ATAU NGGA. Lengkap atau ngga. DAN SEKARANG HYPENYA SELES JUDI ONLINE . ADALAH SITUS SCAM.. SCAME DALAM ARTIAN GAME NYA GA BISA DI MAININ. DAN DEPOSIT MASUK KE REKENING PRIBADI.. ITU SEBAGIAN LITERASI DARI GUA . GUA AJA MASIH DI TAWARIN KE KAMBOJA. BUAT JADI CS JUDI ONLINE,non_spam
"Orang mana yg beneran bisa kaya dari MAIN JUDI dari yg main judi murni ya, bukan yg punya situs 😂",non_spam
"Pin bang 📌 Bang coba itu perhatiin drag indo. yg jadi boss bossannya Tekno Tuner si Dior dulunya promosiin slot di situs idola69 sampe skrng jadi boss bossan di dunia balap drag masih bawa idola69 buat promoin situs ke anak anak balap,, lu cek aja jejak digitalnya masih banyak kook! gua ngerasa dirugikan meskipun gua ga main tapi banyak temen temen gua yg skrng hidupnya susah jadi gembel gara gara judi, skrng main motor kaga malah jadi gembel semua temen gua!",non_spam
"Indonesia menang negara Konoha. Semua situs masih bisa dipakai buat judi, negara ini menjadi aneh semenjak mukidi jadi presiden...",non_spam
"Coba terbitkan uu/atau perpu bagi yg mengiklankan judol kasih hukuman 10 tahun  Lacak para operator dan pemilik situs Saran bagi pengguna internet pakai selalu adblock  Karena judol selalu pasang iklannya di internet khususnya di situs porno, situs nonton film ilegal dan medsos terkadang mereka pakai jasa selebgram  😊😊😊😊",non_spam
"Di negara ini . terlalu lamban dalam segala hal...MASAK NANTI SUDAH MENJAMUR SUDAH MERAMBAT BARU DI TANGANI.. kenapa pas masuknya. Situs JUDOL tidak di blokir oleh tim syiber di kominfo .??   Pantas aja mau bentuk uu banson untuk korban judol..nyata pelaku judol para dewan.dan polosi.piliso,poluce🤣ini sama aja menangani penyakit gula yang sudah menguasai sebagian besar tubuh...yang sudah di fonis lumpuh ..baru saja bilang para ahli memberi saran jangan minum gula..🤣",non_spam
"Mending di legalkan saja kaya diluar negri, karna diblokir juga situsnya percuma bakal ada lagi ada lagi kecuali internetnya di tiadakan kaya jaman dulu 😂",non_spam
"Sedikit sharing untuk lebih membahas mengenai judi online di permainan slot. Bagi teman-teman disini yang bukan pelaku judol atau memang pernah judol menurut aku konten ini sudah cukup merangkum dan mengedukasi kita semua dampak bahaya bermain judol guys, jadi buat yang bertanya"" kenapa banyak sekali pelaku judol di indonesia kalian bisa ambil pov dari saya yang punya pengalaman bermain judol.  Nah disini karena aku salah satu pelaku judol meskipun belum lama mainnya bisa dibilang masih sekitar 3-4 bulan memang pengeluaran dan pendapatan yang di dapat dari judol ini tidak bisa dijelaskan spesifik secara nominal jika pemain tersebut tidak pernah mengkalkulasi outcome/income agau bahkan mencatat di note khusus. Beberapa motif alasan saya mencoba memainkan judi online bisa coba uraikan satu persatu dari segi POV saya:  1. Rasa penasaran, ada rasa penasaran bagaimana cara mendapatkan uang dari bermain slot online.  2. Proses deposit mudah, proses untuk mentransfer sejumlah uang ke website judol tergolong mudah dan terjangkau yang saya tau ada situs yang menawarkan untuk game slot mulai deposito sejumlah 10.000 - tak terhingga. Jadi untuk kalangan bawah/pemula sangat memungkinkan memainkan karena nominal minimum deposit terjangkau.  3. Promosi besar""an dan iklan yang menarik, di iming"" i kemenangan besar dan slogan ""gacor"" setelah mencoba dan menang memang ada sensasi yang berbeda.  4. Kemenangan dan kekalahan, kemenangan membuat kita ketagihan dan kekalahan membuat kita penasaran.  5. Proses withdraw/tarik tunai langsung cair, ketika menang saldo kemenangan dapat di uangkan atau ditarik tunai dalam kurun waktu 2-30 menit uang akan langsung masuk rekening.  Alasan tetap bertahan bermain game slot (judol):  1. Ada modal dan bisa mengatur modal, dalam game kita dapat mengatur yang namanya BET atau kalo versi saya mudahnya memutar game sesuai modal kita deposito jadi tidak harus takut jika kalah. Tapi kesalahan saya atau pemain jika kita tidak bisa mengontrol pengeluaran untuk main slot alhasil adanya kita yang rungkad.  2. Merasa tidak merugikan orang lain, jika kita melihat di medsos/tv seringkali pasti kita menyalahkan tersangka judol yang rela sampai menggadaikan barang"" berharga itu hanya segincir orang bahkan penjudi online yang melihat akan beranggapan itu ""kelakuan bodoh dan gak masuk akal"" tapi dibalik itu ada yang tidak banyak kalian tau alasan mereka tetap bermain yaitu dari kalangan bawah sampai yang pintarpun memainkan slot ini guys mereka benar"" tau taktik bermain sampai bisa mengatur putaran slot yang dirasa ini jelek ataupun bagus meskipun teori yang mereka anggap tidak semua benar karena setiap pemain punya cara bermain yang berbeda"".  3. Bermain secara efektif versi penjudi online, menurutnya selama mereka bekerja dan menghasilkan uang dari pekerjaan halal slot adalah hiburan mereka akan terus memainkan tapi diwaktu yang ditentukan sesuai mood mereka artinya tidak setiap waktu mereka memainkannya dan tidak dijadikan ladang penghasilan utama mereka. Dilain sisi meskipun kalah mereka atau saya pribadi tidak akan kecewa karena tujuannya hanya mengisi waktu dan modal yang kita keluarkan juga minim berbeda lagi kalo pemain bar"" jelas mereka bertujuan mendapatkan kemenangan besar yang nantinya hasil tersebut untuk menyambung hidup.  Mungkin kurang lebih itulah pengalaman saya bermain online. Tidak dianjurkan karena pemerintah serentak melawan judol dan banyak influence yang menolak adanya judol saya rasa itu benar dan kita jangan pernah mencoba, meskipun dari diri saya sendiri belum bisa dikatakan berhenti total tapi paling tidak saat ini saya mencoba mengurangi sampai benar"" berhenti total. Semoga sharing saya ini dan disebarkan jika dirasa sharing saya ini bermanfaat buat teman yang jadi pelaku judol atau yang penasaran. Thank You",non_spam
"Lucunya banyak dari mereka yg masih menganggap bandar judi itu bodoh, mereka bilang tiap ada situs baru pasti kita dikasih menang dan setelah menang kabur, klo ada situs baru lagi masuk lagi gitu terus siklusnya. Pdhal ya ga menang juga 🤣",non_spam
Mainan akhir zaman now. Blokir aj situs nya. Gtu aja kok repot.,non_spam
"kayaknya jundol udah bayar pajak tinggi , deh nyatanta situs yang diblokir udah pada balik lagi",non_spam
Gimana sih gw pgn jdi orang yang bisa blokir semua akses ke kek gituu anjrrr😢 tolong yang ngerti kek gituu bisa dibantuuu blokir situs slot slot gituan,non_spam
"ini ga akan bisa di solve - blokir website itu mustahil, situs bokep aja sudah puluhan tahun blokir, juga masih banyak yang bisa kebuka tanpa VPN - cuma dengan website judol aja bisa meraup ribuan Triliun, tentu mereka akan buat sebanyak2nya (beda ama case Bokep) - aliran dana sudah 600-1000T, oknum2 pemerintah / polisi pasti ada yang kecipratan, 10% aja itu udah 100T dan itu besar - hukuman koruptor2 gini tuh rendah, penjara singkat, bebas kaya raya, dan susah ketahuan. RISK vs REWARDnya besaran REWARDnya - bandar nya spt dijelakan kanan kiri itu server luar semua, dimana di negara luar itu legal, ga mngkin bisa  - kita akan OTW ke 4.000T OR sampe tahap kaum bawah dah ga ada uang lagi, no more buying power, ngefek kemana2, sampe kriminal naik drastis ...  - hasil duid RUPIAH yang kesedot keluar ini akan di dump, dituker ke mata uang lain :) - so enjoy the shows, and dont forget buat prepare for the worst nya ...   ... gw sih cuma bisa lakuin ""jual rupiah"", dah jual dari 4 taun lalu, pegang SGD / USD / bitcoin 🤣karena emang melihat indo dah ga ada masa depan aja",non_spam
"Ayo kita lakukan tindakan kecil semampu kita, seperti melaporkan ads di platform media sosial yg mengiklankan situs / apk judi online",non_spam
ini antara si digdaya cari omset dn membasmi yg player2 doank ibaratt perusahaan si bos yg bikin situs yg karyawan di tangkep dn karyawan abis cri lg,non_spam
"Y sudah klo memang negara dan rakyatnya ingin memberantas judol saya rasa bisa saja kan banyak tuh di NKRI org2 ahli dan pinter IT bahkan ad yg jd hacker nah knp gak para ahli IT dan hacker hancurka program2 situs judol...jgn cm bisa ngomong2,cerita2, tau ini tau itu,bisa ini bisa itu tp NihiL",non_spam
"Pihak provider harusnya dihimbau oleh pemerintah agar memblokir akses yang akan terhubung ke situs judi online, karna itulah pintu masuknya, koneksi internet",non_spam
SY SIH BARU2 INI AJA MAIN SLOT  KARENA PENASARAN KAYA APA CM  GAK MAU LAGI   KALAH TERUS  BUKANNYA INSYAF  MALAH MAKIN KALAP  HARAPANNYA KEKALAHAN BISA KEMBALI  TERNYATA SITUS NYA MAKIN  GACOR  SEDOT DUIT PEMAIN  KARENA SITUS NYA TAU  PEMAIN KALAH TRS  MALAH MAKIN PENASARAN   PANTAS BANYAK YG KERE SAMPAI BUNUH DIRI   APA LAGI SEKARANG MIN BET 800RUPIAH  MAKIN GACOR NYEDOT DUIT PEMAIN   BET 200 RUPIAH AJA MENANG NYA  SUSAH  APALAGI 800 RPH   ITUNGAN BULAN BISA JD GEMBEL   MAKANYA SAYA BERHENTI  APA LAGI BET NYA SEKALI PASANG 800 RPH  KADANG BISA 30 KALI PUTARAN GAK KENA2  30 *800PERAK UDAH MAU 24 RB  GILIRAN KITA KENA  GAK SAMPE 1RB PERAK  SUEEEE😂😂😂,non_spam
Kalau mmg tidak bisa menutup judi online di indonesia Biarkan!!!  Nanti kalau sudah tidak punya apa akan berhenti dengan sendirinya😢 Katanya udah me blokir berapa ribu situs bahkan berapa juta situs  Yg di tutup situs apa😢😢😢 Situs L**et**e* udah puluhan tahun masih on on aja,non_spam
Apaa lagi sponsor motor drag terang terangan ngriklanin situs masing masing 😢,non_spam
"Sebenarnya nya bos  rakyat itu ga bakalan main judol,kalau situs situs nya susah di buka ,dan ga ada,,kalau situs yg sering saya mainin susah di buka,,terus saya cari situs selot lagi dan susah di buka,,pasti saya berhenti,begitupun yg lain saya rasa sama begitu,,,tapi kenyataannya mudah membuka situs judi dan daptar nya mudah tuk main,,jadi yg lalai itu Kominfo, sekarang sudah banyak yg main ,terpapar rakyat,dan pemerintah sendiri yg mau memerangin judi seolah olah super Hero memerangi kejahatan judi😂😂padahal bukan dari awal serius memerangi,mencegah bukan dari dulu,negara memberi penyakit pada rakyatnya,,membiarkan situs situs judi begituuuu banyak tidak tersaring😢",non_spam
"Bang, walaupun video ini disebar ke grup jud*l. Tetap percuma karena para pemain ga akan mau nonton ini. Mereka lebih minat nyari + nonton tutorial maxwin dan tururannya. Percaya deh, gua dah pernah share soalnya. Bebalnya bukan maen.",non_spam
Disisi lain juga ada beberapa aparat juga ngebeking situs judol inii,non_spam
"Solusinya gampang, pemerintah buat situs legal milik pemerintah buat nampung duit orang orang bego main judol😂. Trus duitnya dijadikan pembangunan negara, daripada masuk kantong bandar mending dipake masyarakat❤❤",non_spam
"Masalah JUDI ONLINE ini MAsalah Mindset Masyarakat yg pengen cepet Kaya dengan INSTAN,Mau Situsnya diblokir pun namanya orang pngn maen JUDI bakal punya seribu cara,sama seperti BOKEP,BOKEP udah diblokir eh org nnton BOKEP ngjebol make VPN,bgtu JUDOL bakal bisa dtembus make VPN",non_spam
"Gue pernah maen judol sampai 3 kali, karna penasaran. Modal habis +- 80.000 .  Di permainan ke 3 dapat maxwin menang 2 juta. Tapi malah takut. Lalu aku bilang ke istri, walau menang tapi dimaki abis abisan sampai dilaporin ibu gue. Sama ibu dimarahin juga. Emg sengaja gue lakuin itu biar ga ketagihan dan berhenti. Kapok akhirnya karna istri jga gag mau trima uangnya",non_spam
"dari awal melihat situs slot ini gw udah mikir ini tu bahkan ga bisa disebut judi. setau gw judi tu harus ada lawannya dan kedua pihak seharusnya ga ada yg tau gimana hasil dari pilihan yg dijadikan objek judi mereka. lah ini yg jadi lawan judi aiapa, masa yg dilawan orang yg punya dan yg bikin permainannya,  ya jelas ga mungkin orang yg punya sistem itu kalah. yg berarti lo yg main ga bakal menang",non_spam
"Kejam nya judi online sekali menang besar saldo di bekukan/block,lebih parah nya lagi pemainnya tidak kapok malah cari situs yang baru😂",non_spam
"bedakan dulu judi offline(darat) dan online Legalkan Judi Online di Indonesia? paling elu dan rekan2 yutubermu pada buka situs sendiri lalu promo disemua media sosialmu, kalo sampe legal judol paket lengkap untuk ancurin Indonesia",non_spam
Sabung marmut aja dri pda GACOR88,non_spam
"*KENAPA PEMERINTAH TIDAK BISA NON AKTIFKAN SITUS JUDI ONLINE KALAU MEMANG MERUGIKAN RAKYAT INDONESIA, KARENA 90% PASTI KALAH KARENA BANDAR MENSETTING JUDI ONLINE AGAR BANDAR TETAP MENANG,INI SALAH PEMERINTAH LEWAT KEMENINFO & PEMAIN ITU SENDIRI YANG DIGODA SETAN'.(YANG SETUJU' LIKE).*",non_spam
"Pertanggung jawaban utama tetap dipeluk oleh pemerintah indonesia. Sudah dari awal penyebab masyarakat Indonesia memiliki ketertarikan untuk berjudi juga karena kesulitan ekonomi dan edukasi yang kurang terhadap finansial dan teknologi. Disisilain pemerintah juga kurang dalam menjaga stabilitas dan keamanan teknologi sampai-sampai situs ilegal semacam judi online masih bisa masuk dengan mudah.   Banyak juga tindakan promosi yang dilakukan influencer tidak ditindak lanjuti secara hukum yang dimana kondisi ini bentuk presepsi masyarakat indonesia semakin kacau tentang judi online.   Kondisi ekonomi, edukasi, dan pengawasan yang kurang bikin kondisi miris yang buat masyarakat indonesia ga punya pilihan lain selain mencari uang secara ""instan"" lewat judi online meski ga mengerti transparansi dari sistem perjudian yang mereka ikuti itu. Miris dan ikut sedih ngelihat mayoritas masyarakat Indonesia yang seakan-akan ga punya pilihan lain untuk mencari uang dan kehidupan yang pantas sampai-sampai mayoritas mengharapkan kehidupan di situs online kaya gini.  Semuga pemerintah Indonesia bisa ningkatin kondisi ekonomi masyarakat, edukasi finansial, dan yang pasti meningkatkan kewaspadaan dan penjagaan Indonesia dari situs-situs digital kaya gini.",non_spam
"Gppa klo di Legal kan sih,asal ada batasan setiap transaksi nya,dan negara juga harus dapat pajak dari para situs judol tersebut kaya di Ameriki..",non_spam
"Tanpa ada judol, situs gelap tidak akan bekerja bang. Gausah disebutkan nama webnya, we never talk about piracy.",non_spam
"Ini nyata!
Tetangga saya kerja di salah satu perusahaan cargo Kereta api. Dia main judol sampe habis harta benda, suatu hari dia menjual Gas 3kg 80 biji punya dagangan mertua nya. Hasil penjualan gas itu dia mainin buat judol (semuanya) . Dia menang dapet 180jt, ya memang dia berhasil tarik semua uang hasil judi itu. Tapi apa kawan? Yaa betul, dia masukan kembali buat bermain judol itu, uang yg sudah dia belikan barang2 hasil uang judol, dia jual lagi buat deposit lagi. Sampai habis tak bersisa.
Sekarang dia jadi tukang parkir pertigaan di perumahan daerah saya. Dipecat dari kerjaan dan skrng jadi tukang parkir. Bayangin semudah itu judol merubah suatu orang.
Sekali lg Pleas Stop judol",non_spam
"Saya kenal judi slot,hidup gue jadi berantakan,sampai  hancur sehancurnya,kuliah jadi gak selesai sampai ga lanjut,pekerjaan hilang,teman pun pada pergi
Astagfirullah",non_spam
"Orang-² berpikiran kenapa diorang ngak rasa rugi, Kerna judi online taruhanya dikit bila udah jackpot perff senyumanya itu, Sedangkan uang yang bertaruh kalau kumpulin uangnya lebih gede dari uang yang menangi",non_spam
"Sifat orang Indonesia banyak yg suka main judi — jauh sebelum judi online, orang-orang main Togel nomer.

Judol itu cuma nunjukin bahwa orang Indonesia wataknya suka judi",non_spam
"Gw kerjaannya multi table microstake poker di IDN Play. ""Penjudi akan mundur teratur ketika hasil kemenangannya harus dibagi dengan pihak tertentu"". Gw ogah ah main poker di situ, menang 100rb, fee table 10k rp. Pajak judi online adalah satu2nya obat buat judi online di Indonesia. Sayangnya, sepertinya sudah terlambat. Kenapa terlambat? Karena semua kekayaan org miskin, org agak kaya yg sekrg jadi miskin karena uus, sudah pindah ke tangan Pragmatic Play semua. Bahkan sekrg, scatter yg dulunya 20rb rupiah, sekrg hanya 2rb rupiah. Bahkan ampe ke akar2nya duit org Indonesia, mau disedot oleh mereka. Gw dalam hal ini jujur aja menyalahkan Sri Mulyani. Sri Mulyani pasti paham banget income dari pajak perjudian itu gedenya brp banyak. Sri Mulyani terlalu takut membuat keputusan tidak populer melawan kaum agamis. Kalau gw jadi Sri Mulyani, sudah dari taun 2010an gw bikin judi online di Indonesia legal.",non_spam
Gw Ngerasa Ga Percaya Ko Bisa Org Ketagihan Sama JudoL/SLot..Ehhh Yg Kena Para Ponakan Gw.Sampe Abis SegaLa Nya.️️️Smoga Kita Di Jauhkan Dari Judi,non_spam
Youtuber bahas judol iklan display nya muncul iklan situs gacor... Adsanse adsanse adsanse,non_spam
"Slot/ gacor : penipuan: peluang 0,6# bener bang SDM rendah",non_spam
Ngeri slot/ judol ini sampai di FB dll itu iklan sponsor nya muncul terus,non_spam
"6:25 sebenernya dari semua gambling games mau yg tabletop kaya poker,blackjack,roullete atau machine games kaya slot, semua nya sama2 rigged, cuma yg lebih mudah dimanipulasi sama casino house/bandar tentu slot machine, jadi ya mnurut gw mah siap2 aja deh klo main slot mah, makanya gw gapernah nyentuh slot, klopun main buat iseng2 ya iseng bett ke esports betting ato black jack",non_spam
"untung aja gua dulu nyoba main slot lgsg kalah
coba ae dikasi menang walau cuman 2x lipat. gatau dah jadi apaan",non_spam
Slot ga beda jauh main aplikasi obrolan trus top up habis jutaan.. main mobile legend trus top up buat beli skin Hero.. main game mmorpg trus top up buat beli senjata..pergi kepasar malam habisin uang buat main game ...  simple nya gini . Jgn tolol jika anda tidak memiliki uang lebih .Main la sesuai dengan keuangan anda.. karna ada kesenangan tersendiri ..,non_spam
bener bgt kasta tersampah itu org main slot online udah gitu for making money,non_spam
"gua udah pernah obrolin perihal 5:59 sama temen gw yang suka slot, sebenarnya orangnya tuh pinter dan dia pun ngiyain logika ini tapi gak kapok buat ngeslot. berarti selain karena bodoh dan cacat logika para pecandu slot, mereka ngeslot karena emang mereka suka",non_spam
"Yang judi remote aja masih mungkin buat dimanipulasi,apalagi slot kocak kocak.",non_spam
"Kalau betting sport dibilang lebih bening saya katakan itu juga SALAH, iya memang beberapa buat seru² an tapi beberapa juga banyak yang buat gambling seperti ga ada bedanya sama slot, banyak contoh seperti temen saya ga pegang duit tapi berani betting lewat pinjaman karena berfikir dia akan menang eh kalah malah terlilit hutang ada juga kenalan saya dia betting sport nilep duit dealer sampe puluhan juta dan kalah dia sampai jual motor demi betting sport karena kebelet menang.

Thanks bang edukasi nya saya bisa paham dan moga teman² saya lihat video abang nya soalnya walaupun saya share mereka tidak akan peduli kalau bukan kemauannya sendiri

Ga bakal nyentuh judi, mumpung blm sedalam orang²
- 29 Agustus 2024 -",non_spam
apalagi gw reset dari org org yang jackpot besar semisal 300jt itu ga bisa di ambil malah di blokir sama admin slotnya,non_spam
"Yg cerita main judi menang, trus mau berhenti gk main judi lg itu cerita iming² seorang Admin slot. 
Saya kenak judi thun 2012-13(texas poker) dan main lagi 2021 - 2022 (kartu) . 

JANGAN COBA² JUDI deh APALAGI MENANG TRUS GK MAIN LAGI. 

YG KALAH AJA PENASARAN
APALAGI YG MENANG 

Bener abg yg di atas bilang. Slot itu game sampah / bukan judi. 
Tanpa mikir tnpa spekulasi asal pencet duit ilang  . 
Gtu kok bnyk bnget yg suka",non_spam
"Benar koh judi online di Indonesia terbesar :(slot) : penipuan, beda sama sport beating, benar benar judi, sependapat",non_spam
"Mendingan , dibuat seperti dulu sumbangan sosial berhadiah. Contoh... Toto kuda, pacuan kuda, toro grehon, pacuan anjing.

Pembangunan kota jakarta adalah dari Toto kuda oleh gubernur DKI terdahulu BPK Alisadikin.",non_spam
"Selamat siang, mungkin boleh dibahas bentuk"" regulated betting yang lainnya seperti powerball di australia / Lotre di amrik yang antusiasnya memang besar sekali, dan setidaknya yang menang itu real - tidak seperti slot/gacor yang sampah ini.
Terimakasih",non_spam
tapi iklannya slot juga?,non_spam
Bayangkan korbanya udah pada nyampe bundir slot sungguh kejam merusak rakyat,non_spam
Gw malah lebih mikirin diksi yang selevel dibawah TOL*L buat mereka yg masih percaya SLOT dll worth to fight.,non_spam
"Seandainya negara membuka pasaran togel online di kelola oleh negara pasti banyak org yang ekonominya bagus. Slot dijadikan arisan, ptongan 100 ribu, kalau sudah kalah 1000000 di menangin 900 aja. 
Lumayan, bank bisa dapat potongan dan ekonomi akan terbantu pastinya",non_spam
Tapi kalau judol sabung ayam kan aman2 aja? Mirip dengan bola gitu. Klo slot yh memang sampah,non_spam
Judi bola bisa ga kira kira buat hilangin judi slot,non_spam
kenapa tidak di blok ya saluran deposit duitnya.. malah sibuk ngeblokir website sm aplikasinya.. jujur bingung,non_spam
Legalkan dan d buat satu minggu 2 kali buka togelnya.... Pasti slot gk laku,non_spam
slot gacor itu bukan judi bang tapi cara menafkahi para bandar dengan gaya,non_spam
"Slot adalah jenis hipnotis paling sakti sih menurutku, kemungkinan menang itu 0:100 tidak ada jaminan. Anehnya org pada gak paham apa memang sudah terbuai harapan.",non_spam
munkin cocok di legalkan sih mau casino atau judi online tapi kalo judi online minimal deposit 10 juta agar yg ekonominya mengah kebawah kagak bisa deposit lagi pasti mikir dan yg main hanyalah orang kaya.,non_spam
"jadi inget ada tukang yg pernah ngerjain rumah saya dlu, saya tawarin kerjaan bongkar instalasi dirumah gak mau karena harga ga sesuai. padahal sudah sesuai pasaran tarif tukang di tempat saya yaitu 200rb/hari , itupun kerjaannya gampang banget dan g perlu  waktu lama. mintanya 300rb per hari karena harus ajak temen. dia bilang ""saya ini sebenarnya repot karena banyak orderan lain, jadi kalau ga mau 300 rb yaudah"".
habis itu besoknya saya tanyain ke bini nya, gmna buk ? bapaknya mau ga?
jawabnya katanya tetep ga mau ..
saya tanya lg ""oh, bapaknya lagi banyak job ya""
bini nya jawab""ngga mas, gak ada kerjaan kok dirumah tiap hari nganggur. cuma akhir akhir ini juga lagi sibuk main slot.hehe (kayaknya bininya ga tau kalau judi slot itu kayak gini""
saya cm jawab ""oh gitu toh""",non_spam
